added_at,id,name,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
2017-07-30T21:03:37Z,0PxxGIXlKcFCy2Y2Z1kfEu,yes girl,Bea Miller,0.0565,0.554,231391,0.726,0,5,0.197,-5.021,0,0.0315,98.994,0.286
2017-07-28T19:02:15Z,2PgG8RBPw2dGXdtJ98cxTN,Vulcano - Radio Edit,Francesca Michielin,0.0589,0.692,189654,0.871,0.000285,10,0.145,-5.815,0,0.0835,114.815,0.149
2017-07-24T14:27:52Z,2DgOJJlS16oDPFvNBIA7H4,Hypebae,Quebonafide & Sfera Ebbasta,0.0481,0.568,231613,0.937,0,6,0.637,-4.825,1,0.0549,126.999,0.53
2017-07-24T13:59:29Z,4Cti8D5eFnO5WQ2DIev9ZI,Let Down,Dead By Sunrise,0.0306,0.441,238160,0.867,0,4,0.0747,-5.878,0,0.0426,150.095,0.416
2017-07-19T17:03:21Z,03wGihTta45OXz1z9sqPSa,Area,MagnusTheMagnus,0.0699,0.687,178869,0.687,0.331,9,0.0519,-5.517,0,0.0653,156.069,0.631
2017-07-16T22:54:49Z,5TuXRIWZicQ2baTHfXID0U,Half Dead,Quebonafide,0.46,0.834,278742,0.85,0,8,0.189,-5.469,0,0.287,119.989,0.526
2017-07-15T13:42:57Z,4vWeIrIQQrbThS11ogLTmu,War of Hearts,Ruelle,0.0316,0.494,226427,0.713,0.374,9,0.0602,-7.487,0,0.0776,147.959,0.257
2017-07-10T20:02:38Z,14Xpc1IpKL3nN4gQcoLdl5,Cigno nero,Fedez,0.308,0.525,201973,0.713,0,2,0.0984,-5.238,1,0.45,181.102,0.489
2017-07-09T20:45:18Z,0VIAsaLCAD3Z20Un3IAQpF,M.I.A. (feat. Boomdabash),Fedez,0.021,0.656,195720,0.824,0,5,0.0365,-5.211,1,0.0986,124.038,0.538
2017-07-09T20:41:53Z,218o2LbwBEtYDbDWcuUUxG,Magnifico (feat. Francesca Michielin),Fedez,0.238,0.676,203747,0.666,0,0,0.112,-7.921,1,0.0539,92.034,0.386
2017-07-06T17:33:04Z,5xMzazov0IHYllrc8U2K6F,Ni Tú Ni Yo (feat. Gente de Zona),Jennifer Lopez,0.123,0.673,215880,0.907,0,1,0.423,-3.716,0,0.074,109.04,0.768
2017-07-04T19:07:29Z,3E5NxItWJmrd4I6ddpePZr,Precious,Depeche Mode,0.0973,0.568,250160,0.883,0.0449,1,0.104,-4.575,1,0.0271,104.987,0.861
2017-07-02T13:38:33Z,4xDjGJEo2CFe5MC4NfPlaR,O.D.D.,Hey Violet,0.00995,0.592,222689,0.611,0,6,0.15,-6.521,1,0.0427,77.005,0.349
2017-07-02T13:30:54Z,1ZeBRaUlfmys5RYScBsBfQ,Bogini,Quebonafide,0.214,0.481,262147,0.722,0.000591,11,0.119,-9.611,0,0.133,106.347,0.176
2017-06-27T19:30:15Z,2jQiSYrwJehQAcuaaQrXnS,Friends,Chase Atlantic,0.0114,0.422,230011,0.609,4.76e-06,11,0.108,-6.361,0,0.0335,107.34,0.0911
2017-06-27T14:54:47Z,78RIER8V6EhrqVPOBi2GYa,Here Comes the Rain Again - Remastered Version,Eurythmics,0.0141,0.648,294587,0.755,0.000249,0,0.225,-7.901,1,0.03,126.341,0.607
2017-06-27T14:36:40Z,5OhIbBb4pFbev8E2hAttFZ,Abbracciami perdonami gli sbagli,Bianca Atzei,0.000766,0.588,213131,0.855,0,0,0.131,-4.313,1,0.0335,106.993,0.563
2017-06-25T14:02:16Z,2lCT4RVgR0bIYR0JW7Mcqx,# fuori c'è il sole,Lorenzo Fragola,0.444,0.602,192720,0.834,0,1,0.438,-5.641,0,0.0289,91.011,0.612
2017-06-24T17:02:49Z,19VSUNkTodE5zzBc4DmZvK,My Consequence,Hey Violet,0.00503,0.514,262559,0.836,3.15e-05,8,0.373,-5.838,0,0.0461,102.003,0.432
2017-06-24T16:55:28Z,24GuTr4Cg9TclGAevWSti0,Hoodie,Hey Violet,0.0166,0.689,219183,0.703,1.21e-05,11,0.382,-5.015,1,0.043,94.953,0.435
2017-06-24T16:43:02Z,6UuFZEdhqDDTOs4tnMqWH9,Lettera dall'inferno,Emis Killa,0.172,0.34,230446,0.77,0,9,0.117,-7.098,0,0.174,100.008,0.345
2017-06-24T13:34:32Z,6dVa7xk5dOoT6pOkDw1TMH,Brother,Kodaline,0.341,0.493,201980,0.636,0,10,0.201,-5.894,1,0.049,120.136,0.228
2017-06-23T18:48:52Z,3IEHJ5lWMxExmrn2zlhcVu,Champion,Fall Out Boy,0.000958,0.318,192560,0.914,8.98e-05,0,0.368,-4.147,1,0.279,187.773,0.323
2017-06-23T18:14:24Z,0QPqmarimIKooURQb8ZR5Q,Fever,Deaf Havana,4.75e-05,0.278,214076,0.942,0.453,4,0.195,-3.885,1,0.0984,167.919,0.232
2017-06-20T23:23:59Z,5D91fyLu9I7WMGEqaOngwU,Time After Time (feat. Megan Davies & Jaclyn Davies),Boyce Avenue,0.746,0.313,222250,0.321,0,8,0.0948,-8.713,1,0.0352,53.845,0.244
2017-06-19T22:42:02Z,28I8isBTQdyl3LTtAAQofp,L'esercito del selfie,Takagi & Ketra,0.0707,0.818,187190,0.714,0,2,0.0901,-5.39,1,0.0335,118.019,0.78
2017-06-19T22:36:49Z,79vc5sEj9ZzPbXtWmvB8RI,Odio le favole,Ermal Meta,0.00272,0.573,204480,0.842,0,0,0.415,-4.167,1,0.0387,105.007,0.817
2017-06-18T10:39:34Z,41y86xvg28cAq5MXW8Od1U,Con le mani,Lorenzo Fragola,0.0129,0.666,203947,0.817,0,0,0.258,-5.553,1,0.0389,132.012,0.456
2017-06-16T22:12:36Z,7LrWNDGjbHfjrYFu1H26NL,Schegge,Ermal Meta,0.000961,0.418,322227,0.558,0.000738,0,0.086,-5.706,1,0.0302,133.927,0.113
2017-06-16T22:03:47Z,3XzJ0PdXUE81uC63c1mxkg,Bionda,Ermal Meta,6.81e-05,0.566,198987,0.878,8.55e-05,0,0.107,-4.221,1,0.0411,98.068,0.717
2017-06-16T21:55:22Z,3bEgqQZ7wsvKLKUEF4dqdC,Umano,Ermal Meta,0.00567,0.557,236067,0.804,0.000761,4,0.199,-5.795,0,0.0325,81.975,0.609
2017-06-15T21:59:50Z,1cPwmDUiBtnQaKyDtGEebW,Ragazza Paradiso,Ermal Meta,0.0116,0.495,219413,0.774,0,7,0.0957,-5.53,1,0.0421,89.992,0.203
2017-06-15T16:00:47Z,0kdFj5f27ulhcSXxzTGiCm,Tra le granite e le granate,Francesco Gabbani,0.0598,0.625,189667,0.854,0,1,0.0601,-2.218,1,0.118,174.021,0.586
2017-06-15T16:00:20Z,2Rub7pYFu9yN00MJU3ymyQ,G come giungla,Ligabue,0.128,0.488,237767,0.761,0,0,0.181,-4.323,1,0.163,186.164,0.792
2017-06-14T17:36:21Z,56lBX2WHqfGuoeZxZvUnVj,Thunder,Imagine Dragons,0.00502,0.601,187761,0.834,0.15,0,0.121,-3.78,1,0.0455,167.879,0.249
2017-06-13T15:16:38Z,6LaudvdZ8YuT7fFSdBgTrl,Voce del verbo,Ermal Meta,0.707,0.465,373547,0.492,0.00311,0,0.125,-9.058,0,0.0401,129.977,0.244
2017-06-13T14:55:48Z,5DiMtuO333gacQesDNrC5U,Voodoo Love,Ermal Meta,0.279,0.343,232387,0.665,0,0,0.117,-6.187,1,0.0358,86.307,0.662
2017-06-12T19:55:10Z,1E646EbKhR5pVWZGswXta8,Siamo uguali,Lorenzo Fragola,0.0901,0.646,250053,0.55,0,0,0.105,-7.597,1,0.0279,95.042,0.452
2017-06-11T10:46:40Z,4izg6Hydc6XGErWW6nbdsV,Whatever It Takes,Imagine Dragons,0.0476,0.673,201601,0.671,0,1,0.107,-4.998,1,0.0302,134.942,0.523
2017-06-09T11:58:59Z,53dLsoZaSaslRpEwsnvpWe,Girl At Home,Taylor Swift,0.328,0.732,220840,0.581,0,5,0.137,-5.82,1,0.0283,125.046,0.645
2017-06-09T11:51:35Z,53kG40e97BbXpGAkNP52Rx,The Moment I Knew,Taylor Swift,0.161,0.623,286613,0.506,6.52e-06,7,0.101,-7.325,1,0.0314,125.89,0.287
2017-06-09T11:42:21Z,1ah8VKcsljm37Ec5kmxH3J,Begin Again,Taylor Swift,0.211,0.478,239427,0.536,6.84e-06,7,0.137,-8.284,1,0.0273,78.962,0.33
2017-06-09T11:42:12Z,12pbmOrWJNjU0TAFZEw2G7,Red,Taylor Swift,0.076,0.609,223093,0.89,8.61e-05,1,0.0921,-4.258,0,0.0443,124.971,0.603
2017-06-09T11:39:51Z,0BvqWOelf2ecOmAHpzKS1C,Out Of The Woods,Taylor Swift,0.00103,0.552,235800,0.841,1.23e-05,7,0.337,-6.938,1,0.0372,91.993,0.342
2017-06-09T11:39:50Z,4SCaZ8rEnEXVYfYdTOiUPF,Welcome To New York,Taylor Swift,0.038,0.793,212600,0.634,1.76e-06,7,0.304,-4.807,1,0.0324,117.023,0.615
2017-06-06T22:32:43Z,4XifD1V0kWoG4WwsXTwS3y,Rhythm Divine,Enrique Iglesias,0.14,0.631,211773,0.977,0,0,0.0734,-2.711,1,0.152,102.026,0.428
2017-06-06T22:32:17Z,3H452nrW7GsaU01lpfrQTf,Pamplona,Fabri Fibra,0.00722,0.658,224133,0.763,0,10,0.118,-6.276,1,0.155,107.849,0.444
2017-06-06T22:32:08Z,3gQIJcDwrN4DP05oXLQt7M,Partiti adesso,Giusy Ferreri,0.255,0.621,194387,0.794,0,11,0.246,-4.723,0,0.0328,104.078,0.794
2017-06-06T21:32:52Z,0vJ1F4W4FZ9lNGxGwyJZZp,Piccola anima (feat. Elisa),Ermal Meta,0.606,0.46,221920,0.412,0,6,0.111,-6.562,1,0.031,123.445,0.195
2017-06-06T21:25:12Z,14oOKFGuXu8DqvOe1W8vao,Bon Appétit,Katy Perry,0.115,0.797,227292,0.791,6e-05,6,0.144,-5.799,1,0.0626,106.044,0.516
2017-06-05T20:33:00Z,4vlmiFfNIgdfuQJcIgIYhk,Comunque andare,Alessandra Amoroso,0.331,0.694,218733,0.863,0,7,0.111,-3.881,1,0.0446,127.958,0.373
2017-06-05T19:47:05Z,4bhX44ceTsb8Cx8i7ePIWD,Scooteroni,Marracash,0.312,0.743,239180,0.764,0,7,0.294,-4.659,1,0.206,114.989,0.43
2017-06-05T19:43:10Z,2owAfgoVM6rPCFmO0QLyKW,Maria Coraggio,Litfiba,0.0163,0.587,234907,0.889,0,7,0.0627,-4.026,1,0.0385,121.992,0.47
2017-06-03T11:46:42Z,7KlTFTpy7dXLzr2NtLkvG6,Not Today,BTS,0.00181,0.594,231860,0.946,1.04e-06,8,0.923,-3.408,1,0.126,110.024,0.665
2017-06-01T19:59:15Z,6V4y4uuMAxe2EYDIWNToaH,Pictures Of You,The Last Goodnight,0.165,0.325,190173,0.816,0,2,0.0729,-3.714,1,0.0633,207.673,0.579
2017-05-31T12:46:07Z,6tGGXBcAd0JPBvujqKK05c,"Susanna, Susanna",Francesco Gabbani,0.102,0.621,163813,0.903,0,7,0.116,-3.936,0,0.0421,102.012,0.898
2017-05-31T12:38:09Z,47be6vphXRJvJJubMgMBsF,Magellano,Francesco Gabbani,0.0375,0.583,203653,0.947,0,1,0.0699,-1.591,0,0.132,164.025,0.807
2017-05-29T12:33:34Z,6ygxTtnjuzStlahqSuiREW,Freud (feat. J-Ax),Nek,0.054,0.683,203533,0.835,0,0,0.101,-4.172,0,0.044,98.061,0.595
2017-05-28T19:17:31Z,618v3huzqDQQBfMogznSb3,Fast Car - Acoustic,Jonas Blue,0.865,0.475,217864,0.237,0,9,0.0881,-9.923,1,0.0342,103.045,0.595
2017-05-26T17:46:46Z,6csAplSqJaGTuWtWJwEPOe,Eyes Closed,Halsey,0.0179,0.581,202439,0.684,1.93e-05,1,0.0849,-4.962,0,0.0429,129.966,0.0397
2017-05-26T17:44:26Z,2habSXqcJGExM6JJyskY7O,Malibu,Miley Cyrus,0.0577,0.565,231906,0.782,4.16e-05,8,0.0757,-6.413,1,0.0506,140.004,0.4
2017-05-26T17:13:35Z,5YCqzqb6yN6TsMOHb4FSVw,Beautiful Mess,Kristian Kostov,0.419,0.408,180952,0.506,0,0,0.108,-8.24,0,0.0355,125.576,0.213
2017-05-26T10:28:56Z,4C5ewaZ05vyXM23jFJdwd4,Strangers,Halsey,0.01,0.69,221206,0.784,4.08e-05,11,0.22,-4.724,1,0.056,109.969,0.284
2017-05-25T15:22:35Z,03Nor3UpgNjFpsv4rEQSgr,Power,Little Mix,0.0367,0.566,247840,0.855,0.000162,7,0.181,-4.016,1,0.211,172.977,0.513
2017-05-24T21:56:35Z,2MgO4CDphyN0fdaz12lB8r,Si scrive schiavitù si legge libertà,Fedez,0.164,0.514,190907,0.776,0,2,0.265,-7.716,0,0.122,93.667,0.321
2017-05-24T20:07:32Z,6QT53ohGZeLGoYktBPRePD,Apologize (Acoustic Version),Kacey Musgraves,0.752,0.494,151880,0.418,7.69e-06,0,0.0938,-3.656,0,0.0301,132.464,0.256
2017-05-22T18:29:01Z,6wCjFS1rdcR9lNBgl4ba9o,Volare,Fabio Rovazzi,0.00503,0.661,227200,0.891,0,1,0.0786,-2.355,0,0.0686,149.977,0.477
2017-05-22T18:27:04Z,1ATWiuxpIc287Cynakx59C,Senza Pagare VS T-Pain,J-AX,0.0296,0.679,210099,0.625,0,6,0.106,-6.668,1,0.0405,96.035,0.489
2017-05-22T12:45:18Z,7ekFfkahM9it22VRjOtkLS,Było minęło,Zakopower,0.13,0.5,220958,0.711,1.56e-06,9,0.0825,-8.414,0,0.0322,132.02,0.61
2017-05-19T21:44:17Z,3cFsmM51N5zMAuu1nNY4Tw,No Lie,Sean Paul,0.0437,0.741,221176,0.891,0,7,0.256,-2.824,1,0.119,102.002,0.449
2017-05-19T21:34:40Z,4WrS6vezaPwOafKJmHqMEU,You Don't Know Me - Radio Edit,Jax Jones,0.16,0.887,211935,0.669,0,11,0.181,-6.058,0,0.144,123.967,0.661
2017-05-19T18:53:09Z,0kSWxLWJQQ3lRKyRBuGRIy,Paradise,The Rasmus,0.0119,0.639,209972,0.565,0,1,0.288,-9.569,1,0.0249,93.016,0.452
2017-05-19T16:01:00Z,1SJtlNRJDeYHioymcvsqev,Crying in the Club,Camila Cabello,0.334,0.334,216391,0.617,0,6,0.163,-5.834,0,0.383,85.227,0.603
2017-05-19T14:43:52Z,6c12fBpCtuVIq8OFxT0A3S,Lordly (feat. Alex Aiono),Feder,0.078,0.716,196091,0.713,0.0331,8,0.0563,-6.246,1,0.0365,119.988,0.415
2017-05-19T14:37:01Z,23L5CiUhw2jV1OIMwthR3S,In the Name of Love,Martin Garrix,0.109,0.501,195707,0.519,0,4,0.454,-5.88,0,0.0409,133.99,0.168
2017-05-17T08:00:12Z,60GNhaL1mVfGmf8HzhYHPK,Gravita con me,Ermal Meta,7.12e-05,0.585,234080,0.927,0.000442,7,0.0798,-4.286,0,0.0413,123.979,0.68
2017-05-17T07:57:51Z,1YOnmBpwU4zwxYlA0RlQnh,La vita migliore (feat. Vicio),Ermal Meta,0.000522,0.557,206387,0.736,0,11,0.105,-5.274,0,0.0435,121.937,0.283
2017-05-16T18:13:15Z,5A6Zl6t09kzz3J7SAYIcem,Snake Eyes,Mumford & Sons,0.0141,0.365,248547,0.699,0.246,9,0.0915,-7.618,0,0.0523,179.957,0.233
2017-05-16T11:19:06Z,2DVUJ7LTIOEQqjfOZXs8iU,Believe,Mumford & Sons,0.031,0.331,221039,0.68,0.0177,2,0.215,-5.964,1,0.0454,114.909,0.357
2017-05-16T11:19:05Z,14kNvoVsKokmHbe1od1XEj,Wilder Mind,Mumford & Sons,0.116,0.489,278230,0.743,0.177,9,0.121,-8.71,0,0.0438,78.917,0.542
2017-05-15T11:54:30Z,6OfhD98dV1QFunpciIPPKD,Occidentali's Karma - Radio Edit,Francesco Gabbani,0.0428,0.668,217613,0.834,3.23e-06,10,0.104,-3.997,1,0.0758,114.07,0.565
2017-05-14T20:26:21Z,6InetYGAIziQ67Db12XJyH,Volevo dirti,Ermal Meta,3.08e-05,0.54,201800,0.904,0,9,0.101,-3.676,0,0.0397,124.049,0.461
2017-05-14T20:05:11Z,4IXrQEFJZs5Oh6Tu5oIxuW,What Happened Last Night,The Kolors,0.121,0.619,192816,0.767,3.81e-06,8,0.147,-5.684,1,0.0891,103.009,0.715
2017-05-13T22:17:55Z,5DogshhX7OQqGTZvYw7rBi,Never Give up on You,Lucie Jones,0.397,0.41,179948,0.372,0,5,0.325,-8.181,1,0.0419,128.437,0.253
2017-05-13T22:14:29Z,1zSqaa9tqp25ILZ4oZDrsh,Yodel It!,Ilinca,0.00299,0.504,176588,0.874,0,10,0.184,-6.791,1,0.115,173.988,0.787
2017-05-13T22:13:58Z,3kXqUXnukwkpsxhW8emNC0,City Lights,Blanche,0.234,0.607,174577,0.449,7.31e-06,0,0.208,-8.785,0,0.027,129.947,0.142
2017-05-12T19:09:50Z,3bB8EUEbfFiIa6RyaYZeMt,Mercurio,Emis Killa,0.674,0.704,223360,0.537,0,9,0.0984,-5.752,0,0.149,131.979,0.223
2017-05-12T19:03:50Z,2nOoviDQk284lepBFFQv7r,CULT,Emis Killa,0.133,0.774,226547,0.861,0,1,0.105,-4.384,1,0.132,100.005,0.502
2017-05-12T11:35:14Z,5nkvd74YgSExJkWmloI2Fe,Lions,Skip Marley,0.0721,0.6,208173,0.737,0,4,0.173,-4.554,0,0.0383,119.982,0.138
2017-05-11T21:28:04Z,612M2yQHBx5F0dpPHMJziU,A cena dai tuoi (feat. J-Ax),Emis Killa,0.197,0.701,217867,0.908,0,1,0.047,-2.605,0,0.246,115.993,0.717
2017-05-09T18:41:25Z,4ciaNqHWA2IzHphZaVRzHI,Heroes,Måns Zelmerlöw,0.0743,0.484,190613,0.791,0,7,0.0491,-4.27,1,0.0437,124.008,0.369
2017-04-27T19:03:09Z,3RSppwOOTuyZha9Fzy6J1M,Young And Menace,Fall Out Boy,0.0983,0.648,223800,0.833,0.001,11,0.127,-5.116,1,0.0543,108.001,0.32
2017-04-27T18:44:03Z,0RDtSUp5LbwbudPvsy1LjO,Dziewczyna z kebabem,Nocny Kochanek,0.00305,0.579,374800,0.907,0,11,0.0325,-3.842,0,0.0412,130.037,0.244
2017-04-27T18:44:02Z,1gGRqwHMNrPIL360sixslp,Zdrajca metalu,Nocny Kochanek,5.26e-05,0.626,273240,0.979,0.000146,0,0.258,-3.097,0,0.151,120.007,0.485
2017-04-27T16:30:00Z,1gFTqJOkN8KqcYSX0r3Bhx,Zorza,Quebonafide,0.838,0.392,157714,0.595,0,0,0.0674,-9.946,0,0.282,65.93,0.357
2017-04-26T18:37:22Z,310t21IvN7chBMMdN3piAY,Horizontes,Gloria,0.0718,0.481,281333,0.852,0,3,0.0958,-3.707,0,0.0477,119.979,0.236
2017-04-23T11:55:41Z,29tnU0vdSyf19Oy8ltpVCs,Middle Fingers,MISSIO,0.000146,0.517,215189,0.551,3.43e-06,1,0.126,-5.221,1,0.033,139.645,0.0891
2017-04-23T09:11:59Z,7ynCQo1KpBOyTdTdAnjSLZ,Move Your Body - Single Mix,Sia,0.00151,0.664,252080,0.883,0.0926,10,0.072,-3.406,0,0.0353,127.962,0.381
2017-04-21T19:09:47Z,44EyJeUABdqo1UrXiBzi3Z,Wind of hope,Eugenia Vlasova and Andru Donalds,0.0852,0.617,228093,0.924,6.13e-06,5,0.247,-5.31,1,0.0458,105.004,0.491
2017-04-21T15:56:22Z,5hHudNsfZXmdgefWxAX2LG,Hard Times,Paramore,0.00647,0.695,182693,0.818,4.87e-06,5,0.0219,-5.379,0,0.0334,119.965,0.916
2017-04-19T18:56:01Z,0RyvsxeRLp3Kt0TnoCU6an,Marmur,Taco Hemingway,0.417,0.75,309997,0.504,1.07e-05,11,0.529,-11.815,1,0.295,100.035,0.309
2017-04-19T18:47:45Z,5ktc1Wr9vzwvfX2BGMi7iL,Sirene (feat. Malika Ayane),Fedez,0.0823,0.577,205560,0.929,0,7,0.389,-4.852,0,0.0603,141.935,0.326
2017-04-19T16:55:38Z,7rFzBRWVtrZaRdXeJ1G0ab,Bella addormentata nel Bronx,Fedez,0.162,0.433,215600,0.785,0,9,0.0928,-7.333,0,0.0706,173.785,0.242
2017-04-14T18:38:15Z,5W3sNLWeeol3G5K8LuFhoV,Stacja Warszawa,Lady Pank,0.143,0.38,268760,0.876,0.00137,9,0.696,-5.401,0,0.0479,97.064,0.573
2017-04-14T18:27:55Z,50IZcjhBldQZ6QlHWBbGi7,Zostawcie Titanica,Lady Pank,0.000443,0.484,288758,0.792,0.000126,4,0.0927,-7.435,1,0.0331,132.15,0.638
2017-04-14T14:51:38Z,5vuIV0PZWrV6cHDvMJd89o,Wasteland,Against The Current,0.0631,0.614,205493,0.89,0.000863,11,0.214,-4.475,0,0.0454,99.017,0.538
2017-04-09T09:41:11Z,3EmmCZoqpWOTY1g2GBwJoR,Just Hold On,Steve Aoki,0.00383,0.647,198774,0.932,1.5e-06,11,0.0574,-3.515,1,0.0824,114.991,0.374
2017-04-07T21:04:26Z,4fwFP5AWlh3zTZQOdbMlMi,Gravel To Tempo,Hayley Kiyoko,0.0646,0.578,211427,0.844,0.000358,2,0.114,-4.764,0,0.0482,100.05,0.409
2017-04-07T20:15:50Z,5ELRkzdzz0HvGpMDlfZHkV,Sign of the Times,Harry Styles,0.0259,0.518,340707,0.575,0,5,0.109,-4.616,1,0.0302,120.019,0.209
2017-04-02T20:24:33Z,5DwPUOxZmCUUiHr1R4givX,Neony,Miuosh,0.175,0.622,251240,0.639,0.000154,10,0.184,-8.74,0,0.075,114.986,0.135
2017-03-12T20:56:49Z,07I7orzFRkCiH29Bcqo7oK,Fatti bella per te,Paola Turci,0.00824,0.573,212312,0.829,0,0,0.208,-3.954,0,0.0661,116.083,0.435
2017-03-12T20:45:07Z,7eFr29KsapMT1xOwqaCJUW,Tatuami,Claudia Megrè,0.0128,0.616,220437,0.719,0,5,0.162,-4.313,1,0.0266,97.908,0.562
2017-03-12T18:55:10Z,5aO79RThrj934okvwVaRBJ,Nigdy wiecej nie tancz ze mna,Ania Dabrowska,0.817,0.6,177693,0.499,0.000355,0,0.127,-7.14,0,0.0397,185.549,0.663
2017-03-12T18:48:28Z,0mNoh36xohHB9Cw10vMKPj,Warszawa,Kombajn do zbierania kur po wioskach,0.0398,0.589,311253,0.922,0.298,2,0.114,-2.724,1,0.0359,114.892,0.539
2017-03-12T17:03:01Z,7I4zJamsReVjDMmx8GkH5r,Kingdom Come,Demi Lovato,0.0276,0.563,244014,0.809,0,5,0.365,-5.09,0,0.0768,176.029,0.275
2017-03-12T10:39:02Z,0bdeLFRIziXGqXdz5UJDb0,Wszystko Jedno,Taco Hemingway,0.226,0.538,310152,0.386,0,6,0.119,-14.142,0,0.426,107.756,0.381
2017-03-10T21:40:53Z,3aqhtsgu4ixQI4MHSgmsxl,House Practice,Dial In,0.93,0.52,324955,0.308,0.00362,8,0.107,-10.535,0,0.0306,114.924,0.0804
2017-03-09T10:00:59Z,2D4BSm5Z8Hq5zYbSgJwEOh,She Used To Be Mine,Sara Bareilles,0.381,0.397,250267,0.303,0,5,0.101,-7.508,1,0.0435,81.05,0.172
2017-03-07T08:57:53Z,7EsSVPxaYoAZjQwhspJBs2,"Who Lives, Who Dies, Who Tells Your Story",Original Broadway Cast of Hamilton,0.779,0.354,217229,0.326,0,2,0.0904,-9.68,1,0.0901,75.498,0.156
2017-03-05T18:32:13Z,3FiE2d325mIOc4YjkSLVJR,Everyday,Ariana Grande,0.0192,0.635,194840,0.738,0,7,0.15,-4.424,0,0.0519,130.971,0.428
2017-03-04T22:17:44Z,0DRKnh0BloxJHyhXkfbiX8,Assenzio,J-AX,0.341,0.554,250533,0.64,0,0,0.108,-7.587,1,0.187,160.009,0.641
2017-03-04T22:17:44Z,3vwMR5v6L7s1OCGM8l2ma4,Il giorno e la notte,J-AX,0.00831,0.577,211200,0.782,0,1,0.144,-8.532,1,0.105,158.144,0.61
2017-03-04T22:17:44Z,74qB1id5BINlibg3RGI3FY,Fratelli di paglia,J-AX,0.217,0.687,214733,0.651,0,7,0.133,-6.777,1,0.148,112.746,0.281
2017-03-04T22:17:44Z,3SGYnEhg1vUHVlGnGdS6ed,Vorrei ma non posto,J-AX,0.0525,0.7,225867,0.733,0,9,0.118,-5.88,1,0.0515,96.05,0.718
2017-03-04T22:17:44Z,686iksai18114vi3rvghRC,Musica del cazzo,J-AX,0.00274,0.47,214627,0.923,0,9,0.102,-5.208,1,0.145,199.784,0.836
2017-03-04T22:17:44Z,0wT8y0PDt13GngVq1uGXbY,Anni luce,J-AX,0.0121,0.382,197533,0.675,0,4,0.141,-7.212,0,0.0655,139.109,0.189
2017-03-04T22:14:59Z,5IcOtm7SKl3gZYsc0rKhG6,Senza pagare,J-AX,0.0237,0.64,196453,0.683,0,6,0.0912,-5.826,1,0.0478,96.108,0.417
2017-03-03T19:15:52Z,0afhq8XCExXpqazXczTSve,Galway Girl,Ed Sheeran,0.0735,0.624,170827,0.876,0,9,0.327,-3.374,1,0.1,99.943,0.781
2017-03-03T19:07:02Z,7oolFzHipTMg2nL7shhdz2,Eraser,Ed Sheeran,0.086,0.64,227427,0.812,0,8,0.0509,-5.647,0,0.0834,86.013,0.914
2017-03-03T17:17:16Z,5ZnJsoJGkQ5K15W7Rcr5JO,No More Sad Songs,Little Mix,0.0771,0.709,225253,0.782,4.71e-06,7,0.302,-3.526,0,0.0469,102.032,0.728
2017-02-24T20:45:55Z,5klQSk2bLb0U3vnvGJUZf4,L'essenziale,Marco Mengoni,0.196,0.556,218893,0.632,0,6,0.114,-4.438,1,0.0359,126.03,0.152
2017-02-22T16:03:46Z,2KfC6tJ8uVW1iY0wIHJttE,Dead End in Tokyo,MAN WITH A MISSION,0.00104,0.567,218800,0.931,1.56e-06,7,0.342,-5.057,1,0.061,109.932,0.327
2017-02-22T16:01:04Z,7JS0ThcIwNkWC5iBl2nNIB,Truth or Dare,Colours of Bubbles,0.000305,0.51,237825,0.847,0.00042,9,0.333,-4.906,0,0.0347,130.087,0.331
2017-02-19T15:22:17Z,1CX08pnMnbTTNkHF8Cjuu8,Piccole cose,J-AX,0.0585,0.603,215880,0.729,0,8,0.0767,-5.148,1,0.15,87.803,0.382
2017-02-19T15:18:32Z,3RokoLDR9CAiaXZX9dtJe0,Vorrei ma non posto,J-AX,0.0482,0.698,227599,0.72,0,9,0.0848,-5.95,1,0.0494,96.05,0.741
2017-02-18T16:42:03Z,1LkmTm9NrNikagYZU9fajd,Assenzio,J-AX,0.387,0.56,248750,0.649,0,0,0.218,-7.607,1,0.175,160.054,0.623
2017-02-18T11:58:46Z,0VvwmisQKlu1zqmANZTrDb,Hell.o,Lenny,0.0168,0.55,169347,0.791,0.0409,6,0.55,-6.904,1,0.028,119.994,0.637
2017-02-17T21:24:48Z,32bqxZEJRJObeNyc8bEiPt,Heavy (feat. Kiiara),Linkin Park,0.0484,0.59,169801,0.671,0,9,0.0604,-6.098,1,0.0706,149.982,0.438
2017-02-15T18:21:55Z,1lzRxwbdl86iJlYMz48KoD,J'ai cherché,Amir,0.0263,0.567,212280,0.875,0,1,0.17,-4.818,1,0.0444,120.058,0.489
2017-02-15T18:05:59Z,4UPyr3Tep8idtAmisAu1qs,Occidentali's Karma - Radio Edit,Francesco Gabbani,0.0424,0.669,217625,0.832,3.89e-06,10,0.111,-4.014,1,0.075,114.046,0.582
2017-02-13T19:34:25Z,3l9Praup0rnVF0vDCStsh1,Amen,Noemi,0.238,0.426,234133,0.701,0,2,0.108,-5.569,0,0.0326,86.367,0.199
